,Year,Province,Cities,City_ID,Violation,Violation_ID,Statistics,Crime_rate
90709,2019, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, total persons charged per 100,000 population aged 12 years and over",0.0
90710,2020, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, total persons charged per 100,000 population aged 12 years and over",0.45
90711,2021, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, total persons charged per 100,000 population aged 12 years and over",0.0
90712,2022, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, total persons charged per 100,000 population aged 12 years and over",0.0
90713,2023, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, total persons charged per 100,000 population aged 12 years and over",0.4
90725,2013, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, adult charged per 100,000 population aged 18 years and over",0.0
90726,2014, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, adult charged per 100,000 population aged 18 years and over",0.0
90727,2015, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, adult charged per 100,000 population aged 18 years and over",0.0
90728,2016, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, adult charged per 100,000 population aged 18 years and over",0.0
90729,2017, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, adult charged per 100,000 population aged 18 years and over",0.57
90730,2018, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, adult charged per 100,000 population aged 18 years and over",0.56
90731,2019, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, adult charged per 100,000 population aged 18 years and over",0.0
90732,2020, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, adult charged per 100,000 population aged 18 years and over",0.49
90733,2021, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, adult charged per 100,000 population aged 18 years and over",0.0
90734,2022, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, adult charged per 100,000 population aged 18 years and over",0.0
90735,2023, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, adult charged per 100,000 population aged 18 years and over",0.44
90747,2013, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
90748,2014, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
90749,2015, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
90750,2016, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
90751,2017, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
90752,2018, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
90753,2019, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
90754,2020, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
90755,2021, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
90756,2022, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
90757,2023, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
90769,2013, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
90770,2014, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
90771,2015, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
90772,2016, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
90773,2017, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
90774,2018, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
90775,2019, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
90776,2020, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
90777,2021, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
90778,2022, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
90779,2023, Ontario ,Barrie,35568,"Sexual assault, level 3, aggravated ",1310,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
90791,2013, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate per 100,000 population",2.37
90792,2014, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate per 100,000 population",2.81
90793,2015, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate per 100,000 population",2.77
90794,2016, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate per 100,000 population",1.81
90795,2017, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate per 100,000 population",0.89
90796,2018, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate per 100,000 population",1.75
90797,2019, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate per 100,000 population",3.13
90798,2020, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate per 100,000 population",0.38
90799,2021, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate per 100,000 population",0.37
90800,2022, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate per 100,000 population",1.45
90801,2023, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate per 100,000 population",3.85
90890,2013, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, total persons charged per 100,000 population aged 12 years and over",1.66
90891,2014, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, total persons charged per 100,000 population aged 12 years and over",3.28
90892,2015, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, total persons charged per 100,000 population aged 12 years and over",2.7
90893,2016, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, total persons charged per 100,000 population aged 12 years and over",1.59
90894,2017, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, total persons charged per 100,000 population aged 12 years and over",1.04
90895,2018, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, total persons charged per 100,000 population aged 12 years and over",2.05
90896,2019, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, total persons charged per 100,000 population aged 12 years and over",2.74
90897,2020, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, total persons charged per 100,000 population aged 12 years and over",0.89
90898,2021, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, total persons charged per 100,000 population aged 12 years and over",0.0
90899,2022, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, total persons charged per 100,000 population aged 12 years and over",1.26
90900,2023, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, total persons charged per 100,000 population aged 12 years and over",4.85
90912,2013, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, adult charged per 100,000 population aged 18 years and over",1.83
90913,2014, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, adult charged per 100,000 population aged 18 years and over",3.61
90914,2015, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, adult charged per 100,000 population aged 18 years and over",2.37
90915,2016, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, adult charged per 100,000 population aged 18 years and over",1.74
90916,2017, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, adult charged per 100,000 population aged 18 years and over",1.14
90917,2018, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, adult charged per 100,000 population aged 18 years and over",2.23
90918,2019, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, adult charged per 100,000 population aged 18 years and over",2.99
90919,2020, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, adult charged per 100,000 population aged 18 years and over",0.97
90920,2021, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, adult charged per 100,000 population aged 18 years and over",0.0
90921,2022, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, adult charged per 100,000 population aged 18 years and over",1.38
90922,2023, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, adult charged per 100,000 population aged 18 years and over",4.84
90934,2013, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
90935,2014, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
90936,2015, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth charged per 100,000 population aged 12 to 17 years",6.12
90937,2016, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
90938,2017, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
90939,2018, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
90940,2019, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
90941,2020, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
90942,2021, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
90943,2022, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
90944,2023, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth charged per 100,000 population aged 12 to 17 years",4.9
90956,2013, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
90957,2014, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
90958,2015, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
90959,2016, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
90960,2017, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
90961,2018, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
90962,2019, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
90963,2020, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
90964,2021, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
90965,2022, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
90966,2023, Ontario ,Barrie,35568,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
90978,2013, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate per 100,000 population",56.5
90979,2014, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate per 100,000 population",63.68
90980,2015, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate per 100,000 population",43.92
90981,2016, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate per 100,000 population",53.47
90982,2017, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate per 100,000 population",52.6
90983,2018, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate per 100,000 population",62.28
90984,2019, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate per 100,000 population",78.26
90985,2020, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate per 100,000 population",78.76
90986,2021, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate per 100,000 population",68.49
90987,2022, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate per 100,000 population",78.88
90988,2023, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate per 100,000 population",69.33
91077,2013, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, total persons charged per 100,000 population aged 12 years and over",21.62
91078,2014, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, total persons charged per 100,000 population aged 12 years and over",23.52
91079,2015, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, total persons charged per 100,000 population aged 12 years and over",18.89
91080,2016, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, total persons charged per 100,000 population aged 12 years and over",15.86
91081,2017, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, total persons charged per 100,000 population aged 12 years and over",28.61
91082,2018, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, total persons charged per 100,000 population aged 12 years and over",24.06
91083,2019, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, total persons charged per 100,000 population aged 12 years and over",28.29
91084,2020, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, total persons charged per 100,000 population aged 12 years and over",27.18
91085,2021, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, total persons charged per 100,000 population aged 12 years and over",21.71
91086,2022, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, total persons charged per 100,000 population aged 12 years and over",21.46
91087,2023, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, total persons charged per 100,000 population aged 12 years and over",21.01
91099,2013, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, adult charged per 100,000 population aged 18 years and over",20.18
91100,2014, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, adult charged per 100,000 population aged 18 years and over",21.04
91101,2015, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, adult charged per 100,000 population aged 18 years and over",17.76
91102,2016, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, adult charged per 100,000 population aged 18 years and over",14.49
91103,2017, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, adult charged per 100,000 population aged 18 years and over",27.85
91104,2018, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, adult charged per 100,000 population aged 18 years and over",24.57
91105,2019, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, adult charged per 100,000 population aged 18 years and over",26.87
91106,2020, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, adult charged per 100,000 population aged 18 years and over",26.73
91107,2021, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, adult charged per 100,000 population aged 18 years and over",21.81
91108,2022, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, adult charged per 100,000 population aged 18 years and over",20.22
91109,2023, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, adult charged per 100,000 population aged 18 years and over",22.02
91121,2013, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, youth charged per 100,000 population aged 12 to 17 years",35.67
91122,2014, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, youth charged per 100,000 population aged 12 to 17 years",48.46
91123,2015, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, youth charged per 100,000 population aged 12 to 17 years",30.58
91124,2016, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, youth charged per 100,000 population aged 12 to 17 years",30.2
91125,2017, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, youth charged per 100,000 population aged 12 to 17 years",36.81
91126,2018, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, youth charged per 100,000 population aged 12 to 17 years",18.46
91127,2019, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, youth charged per 100,000 population aged 12 to 17 years",43.94
91128,2020, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, youth charged per 100,000 population aged 12 to 17 years",32.09
91129,2021, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, youth charged per 100,000 population aged 12 to 17 years",20.64
91130,2022, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, youth charged per 100,000 population aged 12 to 17 years",35.09
91131,2023, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, youth charged per 100,000 population aged 12 to 17 years",9.8
91143,2013, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, youth not charged per 100,000 population aged 12 to 17 years",77.29
91144,2014, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, youth not charged per 100,000 population aged 12 to 17 years",36.34
91145,2015, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, youth not charged per 100,000 population aged 12 to 17 years",18.35
91146,2016, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, youth not charged per 100,000 population aged 12 to 17 years",18.12
91147,2017, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, youth not charged per 100,000 population aged 12 to 17 years",36.81
91148,2018, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, youth not charged per 100,000 population aged 12 to 17 years",24.61
91149,2019, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, youth not charged per 100,000 population aged 12 to 17 years",65.91
91150,2020, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, youth not charged per 100,000 population aged 12 to 17 years",90.91
91151,2021, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, youth not charged per 100,000 population aged 12 to 17 years",87.74
91152,2022, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, youth not charged per 100,000 population aged 12 to 17 years",85.22
91153,2023, Ontario ,Barrie,35568,"Sexual assault, level 1 ",1330,"Rate, youth not charged per 100,000 population aged 12 to 17 years",63.72
91352,2013, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate per 100,000 population",3.8
91353,2014, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate per 100,000 population",11.71
91354,2015, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate per 100,000 population",6.47
91355,2016, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate per 100,000 population",1.36
91356,2017, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate per 100,000 population",3.12
91357,2018, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate per 100,000 population",9.65
91358,2019, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate per 100,000 population",3.52
91359,2020, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate per 100,000 population",4.21
91360,2021, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate per 100,000 population",5.99
91361,2022, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate per 100,000 population",6.18
91362,2023, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate per 100,000 population",9.1
91451,2013, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, total persons charged per 100,000 population aged 12 years and over",3.33
91452,2014, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, total persons charged per 100,000 population aged 12 years and over",12.58
91453,2015, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, total persons charged per 100,000 population aged 12 years and over",7.02
91454,2016, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, total persons charged per 100,000 population aged 12 years and over",1.59
91455,2017, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, total persons charged per 100,000 population aged 12 years and over",3.64
91456,2018, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, total persons charged per 100,000 population aged 12 years and over",8.7
91457,2019, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, total persons charged per 100,000 population aged 12 years and over",5.93
91458,2020, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, total persons charged per 100,000 population aged 12 years and over",4.9
91459,2021, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, total persons charged per 100,000 population aged 12 years and over",5.64
91460,2022, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, total persons charged per 100,000 population aged 12 years and over",6.31
91461,2023, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, total persons charged per 100,000 population aged 12 years and over",10.5
91473,2013, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, adult charged per 100,000 population aged 18 years and over",3.06
91474,2014, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, adult charged per 100,000 population aged 18 years and over",13.83
91475,2015, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, adult charged per 100,000 population aged 18 years and over",7.7
91476,2016, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, adult charged per 100,000 population aged 18 years and over",1.74
91477,2017, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, adult charged per 100,000 population aged 18 years and over",3.98
91478,2018, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, adult charged per 100,000 population aged 18 years and over",8.38
91479,2019, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, adult charged per 100,000 population aged 18 years and over",5.47
91480,2020, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, adult charged per 100,000 population aged 18 years and over",4.86
91481,2021, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, adult charged per 100,000 population aged 18 years and over",5.69
91482,2022, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, adult charged per 100,000 population aged 18 years and over",6.43
91483,2023, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, adult charged per 100,000 population aged 18 years and over",11.45
91495,2013, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, youth charged per 100,000 population aged 12 to 17 years",5.95
91496,2014, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
91497,2015, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
91498,2016, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
91499,2017, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
91500,2018, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, youth charged per 100,000 population aged 12 to 17 years",12.31
91501,2019, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, youth charged per 100,000 population aged 12 to 17 years",10.99
91502,2020, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, youth charged per 100,000 population aged 12 to 17 years",5.35
91503,2021, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, youth charged per 100,000 population aged 12 to 17 years",5.16
91504,2022, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, youth charged per 100,000 population aged 12 to 17 years",5.01
91505,2023, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
91517,2013, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
91518,2014, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
91519,2015, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
91520,2016, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
91521,2017, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
91522,2018, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
91523,2019, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
91524,2020, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
91525,2021, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
91526,2022, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
91527,2023, Ontario ,Barrie,35568,"Assault, level 3, aggravated ",1410,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
